#,id,order_id,product_id,amount
214,214,43,1891,3
215,215,43,315,4
216,216,43,2013,6
217,217,43,676,5
218,218,44,396,7
219,219,45,417,1
220,220,45,1833,1
221,221,45,221,4
222,222,45,3097,6
223,223,46,3464,1
224,224,46,849,9
225,225,46,3337,1
226,226,46,1091,5
227,227,46,301,4
228,228,46,2082,9
229,229,46,3630,4
230,230,46,1011,6
231,231,46,3069,6
232,232,47,3861,8
233,233,48,1190,8
234,234,49,680,5
235,235,49,1058,7
236,236,49,1433,6
237,237,49,2839,10
238,238,49,1164,4
239,239,49,65,6
240,240,49,2342,7
241,241,49,262,4
242,242,50,3190,8
243,243,50,2193,4
244,244,50,3745,7
245,245,50,1073,7
246,246,50,2481,7
247,247,50,2764,1
248,248,50,1899,3
249,249,51,336,10
250,250,51,3376,1
251,251,51,1435,5
252,252,51,1893,9
253,253,51,3792,8
254,254,51,535,10
255,255,51,600,4
256,256,51,1087,8
257,257,52,815,1
258,258,52,3844,6
259,259,53,897,9
260,260,53,3307,5
261,261,53,969,3
262,262,53,1076,5
263,263,53,2160,9
264,264,53,2555,9
265,265,53,1929,2
266,266,54,2031,7
267,267,55,3444,8
268,268,55,498,5
269,269,55,299,3
270,270,55,2106,9
271,271,55,3511,2
272,272,56,7,9
273,273,56,2793,10
274,274,56,815,10
275,275,56,550,7
276,276,56,3954,8
277,277,56,1410,6
278,278,56,448,7
279,279,56,2127,6
280,280,56,3030,5
281,281,57,3215,5
282,282,57,572,4
283,283,57,2279,4
284,284,57,430,7
285,285,57,154,1
286,286,57,2628,4
287,287,58,3321,3
288,288,59,2196,6
289,289,60,3107,10
290,290,60,2789,7
291,291,60,217,3
292,292,60,546,10
293,293,60,807,10
294,294,61,3912,1
295,295,61,1936,8
296,296,61,1570,8
297,297,61,2604,10
298,298,61,399,10
299,299,61,2118,9
300,300,61,665,3
301,301,61,3963,6
302,302,61,3163,9
303,303,61,1769,1
304,304,62,1638,6
305,305,62,2501,8
306,306,62,3207,4
307,307,62,2126,5
308,308,62,1083,9
309,309,63,2314,4
310,310,63,3851,1
311,311,64,2798,8
312,312,64,70,5
313,313,64,555,2
314,314,64,3224,5
315,315,65,1232,6
316,316,65,1328,3
317,317,65,1155,10
318,318,65,368,2
319,319,65,3493,9
320,320,65,2722,10
321,321,65,776,7
322,322,65,3821,8
323,323,65,1012,7
324,324,66,879,5
325,325,66,2710,3
326,326,66,2419,3
327,327,66,1424,2
328,328,66,2242,5
329,329,66,2975,5
330,330,67,1437,5
331,331,67,3693,1
332,332,67,3311,9
333,333,67,194,9
334,334,67,3323,7
335,335,67,1540,7
336,336,67,2285,10
337,337,68,748,1
338,338,68,56,2
339,339,68,2031,8
340,340,68,2129,4
341,341,69,13,2
342,342,69,776,9
343,343,69,802,1
344,344,69,2695,2
345,345,69,3691,8
346,346,69,2103,10
347,347,69,2009,2
348,348,69,2397,6
349,349,69,2852,8
350,350,70,595,6
351,351,70,446,9
352,352,70,317,10
353,353,71,3958,3
354,354,71,3365,5
355,355,71,3172,2
356,356,71,3236,6
357,357,71,1985,9
358,358,71,1369,5
359,359,71,1930,7
360,360,71,2841,3
361,361,71,3570,7
362,362,71,1014,4
363,363,72,604,4
364,364,72,634,9
365,365,72,2911,6
366,366,73,1870,10
367,367,73,1554,10
368,368,73,3647,3
369,369,73,815,4
370,370,73,185,6
371,371,73,2084,6
372,372,73,862,6
373,373,73,3245,4
374,374,73,2447,6
375,375,74,3563,1
376,376,74,981,8
377,377,74,1065,6
378,378,74,1409,10
379,379,74,1709,2
380,380,74,2330,3
381,381,75,1787,8
382,382,75,2492,4
383,383,75,50,9
384,384,75,2933,3
385,385,75,3679,4
386,386,75,72,10
387,387,75,1910,10
388,388,75,2086,4
389,389,76,1054,8
390,390,76,2172,7
391,391,76,2865,8
392,392,76,3295,5
393,393,76,2803,3
394,394,77,746,5
395,395,77,2504,2
396,396,77,3157,2
397,397,77,1036,1
398,398,77,2888,1
399,399,77,2236,9
400,400,77,1102,2
401,401,77,3000,4
402,402,77,3504,4
403,403,78,3403,7
404,404,79,712,6
405,405,79,2605,6
406,406,79,3184,3
407,407,79,3495,7
408,408,80,1657,5
409,409,80,173,3
410,410,80,294,9
411,411,80,1504,9
412,412,80,810,10
413,413,80,716,2
414,414,80,1406,7
415,415,80,174,6
416,416,80,3754,1
417,417,80,2335,8
418,418,81,894,4
419,419,81,1977,6
420,420,81,1923,7
421,421,81,2251,1
422,422,81,996,1
423,423,82,3078,2
424,424,82,269,2
425,425,82,577,2
426,426,82,719,9
427,427,82,3153,6
428,428,83,2661,3
429,429,83,1050,7
430,430,83,1912,5
431,431,83,3774,4
432,432,84,2407,2
433,433,84,3799,1
434,434,84,1061,6
435,435,84,386,10
436,436,84,397,9
437,437,84,3375,8
438,438,84,3504,9
439,439,84,2015,8
440,440,84,1859,6
441,441,85,3387,1
442,442,85,3454,5
443,443,85,473,1
444,444,85,103,7
445,445,85,3608,9
446,446,85,3749,3
447,447,85,1142,9
448,448,86,56,1
449,449,86,2870,7
450,450,86,3851,1
451,451,87,1130,6
452,452,87,3246,6
453,453,88,521,10
454,454,88,806,6
455,455,88,1383,7
456,456,88,3853,1
457,457,88,2621,5
458,458,89,3875,8
459,459,89,629,3
460,460,89,100,7
461,461,89,1594,6
462,462,89,880,3
463,463,89,505,10
464,464,89,2904,10
465,465,89,1311,4
466,466,89,1280,5
467,467,89,2063,6
468,468,90,3473,9
469,469,90,503,3
470,470,90,320,8
471,471,90,1201,7
472,472,90,2312,5
473,473,90,1353,8
474,474,90,1248,7
475,475,90,2967,7
476,476,90,1628,7
477,477,91,1929,5
478,478,91,1640,3
479,479,91,1894,8
480,480,91,3889,3
481,481,91,2963,2
482,482,91,1781,1
483,483,92,3602,1
484,484,92,1017,6
485,485,92,3162,5
486,486,92,3586,6
487,487,93,3475,2
488,488,93,1195,6
489,489,93,1256,9
490,490,94,2000,3
491,491,94,3402,8
492,492,94,1492,9
493,493,94,3673,10
494,494,94,2313,5
495,495,94,2337,8
496,496,94,19,1
497,497,94,1470,1
498,498,94,2469,8
499,499,94,442,5
500,500,95,1685,5
501,501,95,2912,7
502,502,95,679,3
503,503,96,1147,4
504,504,96,3382,7
505,505,96,2525,4
506,506,96,2838,8
507,507,97,3197,3
508,508,97,189,3
509,509,97,832,2
510,510,97,2489,8
511,511,97,3598,4
512,512,98,2402,2
513,513,98,1950,2
514,514,98,661,6
515,515,98,2424,9
516,516,98,3327,3
517,517,98,3031,8
518,518,98,987,10
519,519,99,3097,6
520,520,99,867,2
521,521,99,492,6
522,522,99,2921,4
523,523,99,29,1
524,524,99,3262,6
525,525,99,1753,3
526,526,99,3091,7
527,527,99,2937,4
528,528,100,410,3
529,529,100,1454,9
530,530,100,1071,10
531,531,100,24,6
532,532,100,1592,10
533,533,100,1655,7
534,534,100,2605,1
535,535,100,2953,10
536,536,101,3565,7
537,537,101,3949,10
538,538,101,2898,3
539,539,101,830,3
540,540,101,1645,2
541,541,101,1144,6
542,542,101,1450,7
543,543,102,3036,7
544,544,102,3689,4
545,545,102,820,2
546,546,103,712,7
547,547,103,2190,9
548,548,103,3255,9
549,549,104,3612,9
550,550,104,3152,3
551,551,104,1956,9
552,552,104,3347,9
553,553,104,2083,2
554,554,104,1540,8
555,555,104,3419,8
556,556,104,2801,7
557,557,105,1359,1
558,558,105,1707,4
559,559,105,719,10
560,560,105,3017,7
561,561,105,2382,8
562,562,105,3192,8
563,563,106,3135,4
564,564,106,733,10
565,565,106,307,10
566,566,106,1845,10
567,567,106,1952,9
568,568,106,2816,5
569,569,106,777,6
570,570,106,2616,9
571,571,106,593,9
572,572,106,2000,5
573,573,107,1224,9
574,574,107,3687,6
575,575,108,1833,8
576,576,108,349,2
577,577,108,158,3
578,578,108,1605,9
579,579,108,3866,4
580,580,108,2395,9
581,581,108,3862,3
582,582,109,2200,1
583,583,109,632,10
584,584,109,3698,10
585,585,109,2463,1
586,586,109,1785,9
587,587,109,1457,4
588,588,109,2076,5
589,589,109,2498,1
590,590,110,1094,1
591,591,110,3814,6
592,592,110,3165,5
593,593,110,2729,6
594,594,110,2309,8
595,595,110,18,6
596,596,111,3445,7
597,597,111,1615,2
598,598,111,1978,2
599,599,111,690,6
600,600,111,3139,5
601,601,111,3450,8
602,602,111,1047,3
603,603,111,1045,3
604,604,111,1286,10
605,605,111,2477,7
606,606,112,3548,8
607,607,112,72,1
608,608,112,2081,7
609,609,112,2506,2
610,610,112,969,6
611,611,112,3126,2
612,612,113,3359,9
613,613,113,3359,2
614,614,113,856,10
615,615,114,745,5
616,616,114,3746,4
617,617,114,2507,3
618,618,114,2341,10
619,619,114,3796,3
620,620,114,578,2
621,621,114,2169,7
622,622,115,2026,10
623,623,115,1094,4
624,624,115,1679,3
625,625,115,1945,4
626,626,115,366,9
627,627,115,3847,8
628,628,115,1875,3
629,629,115,3804,7
630,630,115,817,6
631,631,115,3927,2
632,632,116,176,3
633,633,116,1546,8
634,634,116,197,6
635,635,116,94,9
636,636,116,2339,1
637,637,116,3964,9
638,638,116,2217,10
639,639,117,3623,3
640,640,117,1416,5
641,641,118,1847,5
642,642,118,3601,10
643,643,118,3321,7
644,644,119,3813,9
645,645,120,3700,6
646,646,120,3975,4
647,647,120,1347,4
648,648,120,767,9
649,649,120,1059,10
650,650,120,2998,2
651,651,120,921,9
652,652,120,1496,2
653,653,120,1894,2
654,654,120,162,3
655,655,121,772,6
656,656,121,388,9
657,657,121,2820,2
658,658,121,2525,8
659,659,121,1009,8
660,660,122,1759,9
661,661,122,448,8
662,662,122,3652,10
663,663,123,3259,4
664,664,123,2738,2
665,665,123,2008,8
666,666,123,3739,10
667,667,123,1970,1
668,668,123,2162,10
669,669,123,3868,5
670,670,123,3989,2
671,671,124,3795,6
672,672,124,2550,5
673,673,124,1798,7
674,674,124,2658,3
675,675,124,1329,4
676,676,124,1945,8
677,677,124,3622,4
678,678,125,2149,5
679,679,125,2222,1
680,680,125,399,8
681,681,125,3575,8
682,682,125,2893,4
683,683,125,3098,9
684,684,125,3613,8
685,685,125,1711,1
686,686,125,259,3
687,687,126,3867,7
688,688,126,3667,7
689,689,126,2619,9
690,690,126,3640,9
691,691,126,3109,10
692,692,126,2869,2
693,693,126,1338,9
694,694,126,591,4
695,695,126,1675,5
696,696,126,2984,2
697,697,127,2089,7
698,698,128,141,10
699,699,128,2734,5
700,700,128,866,6
701,701,128,683,7
702,702,128,3669,5
703,703,128,1235,2
704,704,128,1363,6
705,705,128,544,9
706,706,128,1463,2
707,707,128,3482,1
708,708,129,571,8
709,709,129,3636,2
710,710,129,1703,4
711,711,129,2926,9
712,712,129,1384,8
713,713,129,1764,10
714,714,129,884,2
715,715,129,3196,9
716,716,129,3193,4
717,717,130,2682,4
718,718,130,909,3
719,719,130,376,10
720,720,130,2608,10
721,721,130,1800,7
722,722,130,1260,2
723,723,130,3943,3
724,724,131,2955,7
725,725,131,1392,10
726,726,131,3858,8
727,727,131,220,8
728,728,132,2290,7
729,729,133,671,9
730,730,133,1533,5
731,731,133,3595,2
732,732,133,3787,7
733,733,133,855,9
734,734,134,3675,6
735,735,134,3087,9
736,736,134,1905,6
737,737,134,1024,7
738,738,134,2162,5
739,739,135,1133,2
740,740,135,114,7
741,741,135,3261,8
742,742,135,2320,1
743,743,135,1474,8
744,744,135,3184,6
745,745,135,3336,6
746,746,136,3928,7
747,747,136,3027,2
748,748,136,1238,8
749,749,136,3030,8
750,750,136,3094,10
751,751,136,3997,9
752,752,136,3420,1
753,753,136,2122,1
754,754,136,723,8
755,755,137,1743,1
756,756,137,2484,8
757,757,137,3843,9
758,758,137,245,9
759,759,137,1158,2
760,760,137,2415,6
761,761,137,2384,7
762,762,138,1179,8
763,763,138,950,2
764,764,138,335,2
765,765,138,610,1
766,766,138,2527,10
767,767,138,2689,1
768,768,138,3494,6
769,769,138,3167,4
770,770,138,1474,8
771,771,138,3893,6
772,772,139,358,9
773,773,139,2879,10
774,774,140,3507,3
775,775,140,1931,2
776,776,140,2904,3
777,777,140,3193,8
778,778,140,3374,8
779,779,140,872,6
780,780,140,492,7
781,781,141,2476,1
782,782,141,477,2
783,783,142,647,4
784,784,142,2489,4
785,785,142,3945,1
786,786,143,126,4
787,787,143,3335,3
788,788,143,2984,5
789,789,144,3291,5
790,790,145,1323,5
791,791,145,3243,6
792,792,145,2681,4
793,793,145,1375,7
794,794,145,38,3
795,795,146,3415,7
796,796,146,3499,8
797,797,146,3890,5
798,798,146,1469,3
799,799,146,361,8
800,800,147,2068,4
801,801,148,959,8
802,802,148,318,4
803,803,148,3313,6
804,804,148,832,6
805,805,148,2874,10
806,806,148,1676,6
807,807,148,1599,3
808,808,148,3295,1
809,809,149,924,2
810,810,149,3570,6
811,811,149,1060,6
812,812,149,28,1
813,813,149,1784,7
814,814,149,3668,4
815,815,149,762,6
816,816,150,372,6
817,817,150,2857,4
818,818,150,3893,9
819,819,151,2040,1
820,820,151,1744,3
821,821,151,2173,1
822,822,151,2724,2
823,823,151,1572,7
824,824,151,892,9
825,825,151,2580,5
826,826,151,168,7
827,827,151,3430,1
828,828,151,655,4
829,829,152,761,2
830,830,152,1350,8
831,831,152,1010,9
832,832,152,3988,3
833,833,152,194,7
834,834,152,1743,8
835,835,153,3339,2
836,836,153,2712,10
837,837,153,579,5
838,838,153,461,1
839,839,154,3251,2
840,840,154,3562,8
841,841,154,473,4
842,842,154,3602,3
843,843,154,1392,2
844,844,154,1144,8
845,845,154,2700,2
846,846,154,1769,8
847,847,154,2070,8
848,848,155,2691,2
849,849,156,460,8
850,850,156,3000,6
851,851,156,1971,6
852,852,156,1764,2
853,853,156,984,10
854,854,156,2183,3
855,855,156,2081,6
856,856,157,2336,6
857,857,157,3116,3
858,858,157,423,3
859,859,157,3610,10
860,860,158,3562,6
861,861,158,1373,8
862,862,158,2736,10
863,863,158,1426,4
864,864,158,3737,4
865,865,158,3209,5
866,866,158,2845,6
867,867,158,17,5
868,868,158,247,5
869,869,158,2919,1
870,870,159,723,6
871,871,159,3997,6
872,872,159,2501,1
873,873,159,403,8
874,874,159,2046,9
875,875,160,3472,3
876,876,160,1822,5
877,877,160,951,8
878,878,160,2165,7
879,879,160,3425,8
880,880,160,2261,2
881,881,160,1614,10
882,882,160,1756,2
883,883,160,852,6
884,884,161,302,8
885,885,161,1148,1
886,886,161,1839,3
887,887,161,3224,7
888,888,161,3404,8
889,889,161,629,6
890,890,162,791,9
891,891,162,1455,6
892,892,162,3064,5
893,893,162,1103,1
894,894,162,3985,9
895,895,162,3762,8
896,896,162,288,6
897,897,163,1577,1
898,898,163,1014,4
899,899,163,2367,3
900,900,163,2328,4
901,901,163,3617,7
902,902,163,3987,7
903,903,163,3115,8
904,904,164,3189,10
905,905,164,1731,6
906,906,164,2500,7
907,907,164,3921,6
908,908,164,1208,10
909,909,164,1140,9
910,910,164,997,4
911,911,165,2523,8
912,912,165,838,10
913,913,165,94,5
914,914,165,992,6
915,915,165,879,2
916,916,165,3059,6
917,917,166,3806,1
918,918,166,1269,7
919,919,167,3432,9
920,920,167,2260,10
921,921,167,523,1
922,922,167,3702,5
923,923,167,3260,1
924,924,167,150,1
925,925,167,1110,10
926,926,167,2897,6
927,927,167,3907,6
928,928,167,2271,2
929,929,168,3956,8
930,930,168,3010,5
931,931,168,1908,4
932,932,168,136,9
933,933,169,801,3
934,934,169,3134,8
935,935,169,421,5
936,936,169,2537,1
937,937,169,210,3
938,938,169,618,9
939,939,169,374,7
940,940,170,868,9
941,941,170,1858,7
942,942,170,2991,1
943,943,170,417,6
944,944,171,2519,1
945,945,171,3869,4
946,946,171,1770,2
947,947,171,1362,8
948,948,171,1523,7
949,949,172,3944,5
950,950,173,3720,5
951,951,173,826,6
952,952,173,3664,5
953,953,173,1721,5
954,954,173,3506,7
955,955,174,422,1
956,956,174,3107,1
957,957,174,3613,3
958,958,174,1245,10
959,959,174,3907,2
960,960,175,3063,9
961,961,176,826,1
962,962,176,2704,8
963,963,176,1884,5
964,964,176,1868,4
965,965,176,2013,2
966,966,176,3394,7
967,967,176,3466,2
968,968,176,1257,3
969,969,176,1576,10
970,970,177,1303,6
971,971,177,2715,1
972,972,177,1432,7
973,973,177,330,10
974,974,177,1584,5
975,975,177,3695,2
976,976,177,450,7
977,977,178,578,5
978,978,178,3106,7
979,979,178,3370,9
980,980,178,3988,5
981,981,178,2446,4
982,982,178,886,9
983,983,178,1383,8
984,984,178,3052,3
985,985,179,1794,6
986,986,179,2527,9
987,987,179,965,7
988,988,179,2440,9
989,989,179,3107,2
990,990,179,3709,3
991,991,179,1170,4
992,992,179,3423,8
993,993,180,2371,6
994,994,180,452,8
995,995,180,75,2
996,996,180,1744,9
997,997,180,3358,7
998,998,180,497,1
999,999,180,686,8
1000,1000,180,270,8
1001,1001,180,1702,3
1002,1002,181,3486,3
1003,1003,181,1416,3
1004,1004,181,2204,4
1005,1005,182,376,8
1006,1006,183,2689,3
1007,1007,183,120,2
1008,1008,184,2141,6
1009,1009,184,3405,9
1010,1010,184,3190,8
1011,1011,184,2482,7
1012,1012,184,700,6
1013,1013,184,2954,4
1014,1014,184,3471,9
1015,1015,184,2137,9
1016,1016,185,522,5
1017,1017,185,217,7
1018,1018,186,3115,8
1019,1019,186,1218,9
1020,1020,186,2939,6
1021,1021,186,3035,10
1022,1022,186,364,9
1023,1023,187,574,4
1024,1024,187,1129,6
1025,1025,187,3074,5
1026,1026,187,1378,6
1027,1027,187,3206,5
1028,1028,188,2978,9
1029,1029,188,2391,1
1030,1030,188,1663,2
1031,1031,188,3779,6
1032,1032,188,1957,10
1033,1033,188,3607,7
1034,1034,188,399,5
1035,1035,188,436,6
1036,1036,189,218,5
1037,1037,190,2036,9
1038,1038,190,1373,5
1039,1039,191,1878,4
1040,1040,191,283,7
1041,1041,191,1064,6
1042,1042,191,3068,5
1043,1043,191,3918,1
1044,1044,191,1002,3
1045,1045,191,2338,6
1046,1046,192,125,7
1047,1047,192,640,4
1048,1048,192,1670,1
1049,1049,192,1691,8
1050,1050,192,1856,3
1051,1051,192,2983,8
1052,1052,192,2184,3
1053,1053,193,2190,6
1054,1054,193,2076,3
1055,1055,193,3383,6
1056,1056,193,2506,6
1057,1057,193,3479,1
1058,1058,193,1064,1
1059,1059,193,1841,4
1060,1060,193,2279,1
1061,1061,194,3404,10
1062,1062,194,789,4
1063,1063,195,3364,2
1064,1064,195,1426,4
1065,1065,196,3378,4
1066,1066,197,3801,4
1067,1067,197,1968,3
1068,1068,197,178,1
1069,1069,197,2135,8
1070,1070,198,1847,1
1071,1071,198,2758,8
1072,1072,198,1477,7
1073,1073,198,783,8
1074,1074,198,3374,1
1075,1075,198,715,1
1076,1076,199,3556,10
1077,1077,199,377,4
1078,1078,199,294,7
1079,1079,199,1379,3
1080,1080,199,1761,7
1081,1081,199,1389,8
1082,1082,200,3133,10
1083,1083,200,375,1
1084,1084,200,3171,7
1085,1085,200,3258,5
1086,1086,200,2125,2
1087,1087,200,2149,5
1088,1088,201,2577,3
1089,1089,201,333,6
1090,1090,202,678,6
1091,1091,202,3643,9
1092,1092,202,869,4
1093,1093,202,744,3
1094,1094,202,649,9
1095,1095,202,942,3
1096,1096,202,3669,4
1097,1097,202,3471,2
1098,1098,203,749,5
1099,1099,203,1718,1
1100,1100,203,2584,2
1101,1101,203,1631,5
1102,1102,203,2162,5
1103,1103,203,248,9
1104,1104,203,1884,3
1105,1105,203,2754,7
1106,1106,203,1689,1
1107,1107,203,2443,1
1108,1108,204,778,6
1109,1109,204,3199,9
1110,1110,204,251,6
1111,1111,205,1019,9
1112,1112,205,2151,7
1113,1113,205,3383,5
1114,1114,205,3499,9
1115,1115,205,3174,7
1116,1116,205,1946,10
1117,1117,206,1398,3
1118,1118,206,2187,5
1119,1119,206,3318,10
1120,1120,206,3738,4
1121,1121,206,3540,9
1122,1122,206,2252,1
1123,1123,206,2759,4
1124,1124,206,2735,5
1125,1125,206,252,9
1126,1126,206,27,4
1127,1127,207,3448,3
1128,1128,207,1833,1
1129,1129,207,614,4
1130,1130,207,108,5
1131,1131,207,3549,7
1132,1132,207,3151,7
1133,1133,207,754,10
1134,1134,207,2991,10
1135,1135,208,1963,10
1136,1136,208,3522,8
1137,1137,208,1457,5
1138,1138,208,304,2
1139,1139,208,1715,10
1140,1140,208,3588,8
1141,1141,208,1820,6
1142,1142,208,1658,2
1143,1143,209,3874,4
1144,1144,209,60,10
1145,1145,209,2080,8
1146,1146,209,909,6
1147,1147,209,1090,8
1148,1148,209,3633,8
1149,1149,209,3547,8
1150,1150,209,3013,2
1151,1151,209,841,8
1152,1152,210,847,1
1153,1153,210,1524,9
1154,1154,210,1131,5
1155,1155,210,1268,1
1156,1156,210,2901,3
1157,1157,210,2143,9
1158,1158,210,2872,5
1159,1159,210,2530,5
1160,1160,211,1514,6
1161,1161,211,266,1
1162,1162,212,447,9
1163,1163,212,990,3
1164,1164,212,567,6
1165,1165,212,1058,7
1166,1166,213,2837,5
1167,1167,213,771,9
1168,1168,213,519,7
1169,1169,213,3216,9
1170,1170,213,2879,2
1171,1171,213,3997,1
1172,1172,213,374,7
1173,1173,213,3004,2
1174,1174,214,1998,2
1175,1175,214,3334,9
1176,1176,214,3412,7
1177,1177,214,2534,2
1178,1178,214,839,10
1179,1179,214,3334,9
1180,1180,215,3829,5
1181,1181,215,3287,6
1182,1182,215,755,6
1183,1183,215,741,8
1184,1184,215,3549,3
1185,1185,216,3655,5
1186,1186,216,680,6
1187,1187,216,1501,8
1188,1188,216,3893,6
1189,1189,216,2590,1
1190,1190,216,3054,6
1191,1191,216,1846,3
1192,1192,216,2565,3
1193,1193,216,3272,9
1194,1194,216,2216,10
1195,1195,217,1230,3
1196,1196,217,3375,10
1197,1197,217,2544,1
1198,1198,218,223,3
1199,1199,218,3218,10
1200,1200,218,3715,10
1201,1201,218,1115,10
1202,1202,218,2463,6
1203,1203,218,2732,10
1204,1204,218,3705,9
1205,1205,218,866,9
1206,1206,218,865,7
1207,1207,219,3922,2
1208,1208,219,911,3
1209,1209,219,957,10
1210,1210,219,1449,4
1211,1211,219,3362,3
1212,1212,219,2622,9
1213,1213,219,1296,2
1214,1214,219,1706,7
1215,1215,219,2350,6
1216,1216,220,2262,3
1217,1217,220,248,2
1218,1218,220,7,6
1219,1219,220,672,5
1220,1220,220,2278,4
1221,1221,221,3548,4
1222,1222,221,2726,8
1223,1223,221,2965,7
1224,1224,221,3331,5
1225,1225,222,587,7
1226,1226,222,1949,4
1227,1227,222,3691,5
1228,1228,222,895,6
1229,1229,222,3354,1
1230,1230,223,1275,1
1231,1231,223,3223,2
1232,1232,223,248,2
1233,1233,223,461,5
1234,1234,224,2690,9
1235,1235,224,3789,1
1236,1236,224,452,9
1237,1237,224,1081,1
1238,1238,225,2423,1
1239,1239,225,538,3
1240,1240,225,1636,2
1241,1241,225,1118,7
1242,1242,225,1979,1
1243,1243,225,460,10
1244,1244,225,3609,7
1245,1245,225,1726,10
1246,1246,225,3783,8
1247,1247,225,3196,6
1248,1248,226,353,1
1249,1249,226,2743,9
1250,1250,226,611,9
1251,1251,226,3666,10
1252,1252,226,2497,1
1253,1253,227,3172,3
